19	2	18	67	74	94	2000	5000	8002
"[""KILLDEER"", ""KILLDEER"", ""Killdeer"", ""Killdeer"", ""Killdeer"", ""Killdeer"", NaN, NaN, NaN, ""Killdeer"", NaN, NaN, ""Killdeer"", ""Killdeer"", ""Killdeer"", ""KILLDEER"", ""KILLDEER""]"		"[""Charadrius vociferus"", ""Charadrius vociferus"", ""Charadrius vociferus"", ""Charadrius vociferus"", NaN, ""Charadrius vociferus"", NaN, ""Charadrius vociferus"", ""Charadrius"", ""Charadrius"", ""Charadrius vociferus"", ""Charadrius vociferus""]"	"[""vociferus"", ""vociferus"", ""vociferus"", ""vociferus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Charadrius"", ""Charadrius""]"	Bird	C	"[""w"", ""b""]"
"[""RING-BILLED GULL"", ""Ring-billed Gull"", ""Ring-billed Gull"", ""Ring-billed Gull"", NaN, NaN, NaN, NaN, NaN, NaN, ""Ring-billed Gull"", ""Ring-billed Gull"", ""Ring-billed Gull"", ""RING-BILLED GULL""]"		"[""Larus delawarensis"", ""Larus delawarensis"", NaN, NaN, NaN, ""Larus delawarensis"", ""Larus"", ""Larus"", ""Larus delawarensis""]"	"[""delawarensis"", ""delawarensis"", ""delawarensis"", ""delawarensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Larus"", ""Larus""]"		C	w
"[""Wood Thrush"", ""Wood Thrush"", ""Wood thrush"", ""WOOD THRUSH"", NaN, NaN, NaN, ""Wood thrush"", NaN, NaN, NaN, ""Wood Thrush"", ""Wood Thrush"", ""WOOD THRUSH""]"		"[""Hylocichla mustelina"", ""Hylocichla mustelina"", NaN, ""Hylocichla mustelina"", NaN, NaN, ""Hylocichla"", ""Hylocichla"", ""Hylocichla mustelina""]"	"[""mustelina"", ""mustelina"", ""mustelina"", ""mustelina""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Hylocichla"", ""Hylocichla""]"	Bird		b
"[""House Sparrow"", ""House sparrow"", ""House Sparrow"", ""House Sparrow"", NaN, NaN, NaN, ""House sparrow"", NaN, NaN, ""House Sparrow"", ""House Sparrow"", ""House Sparrow"", NaN]"		"[""Passera domesticus"", ""Passer domesticus"", NaN, ""Passera domesticus"", NaN, ""Passer domesticus"", ""Passer"", ""Passer"", NaN]"	"[""domesticus"", ""domesticus"", ""domesticus"", ""domesticus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Passer"", ""Passer""]"	Bird	FC	
"[""Buff-bellied Pipit"", ""American Pipit"", ""Buff-bellied Pipit"", NaN, NaN, NaN, NaN, NaN, NaN, ""American Pipit"", ""Buff-bellied Pipit"", ""Buff-bellied Pipit"", NaN]"		"[""Anthus rubescens"", NaN, NaN, NaN, ""Anthus rubescens"", ""Anthus"", ""Anthus"", NaN]"	"[""rubescens"", ""rubescens"", ""rubescens"", ""rubescens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Anthus"", ""Anthus""]"		FC	
"[""Eastern meadowlark"", ""Eastern Meadowlark"", ""EASTERN MEADOWLARK"", ""EASTERN MEADOWLARK"", ""Eastern Meadowlark"", NaN, NaN, NaN, ""Eastern meadowlark"", NaN, NaN, NaN, ""Eastern Meadowlark"", ""Eastern Meadowlark"", ""EASTERN MEADOWLARK"", ""EASTERN MEADOWLARK""]"		"[""Sturnella magna"", ""Sturnella magna"", ""Sturnella magna"", NaN, ""Sturnella magna"", NaN, NaN, ""Sturnella"", ""Sturnella"", ""Sturnella magna"", ""Sturnella magna""]"	"[""magna"", ""magna"", ""magna"", ""magna""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sturnella"", ""Sturnella""]"	Bird		"[""b"", ""w""]"
"[""Red-eyed Vireo"", ""RED-EYED VIREO"", ""Red-eyed Vireo"", ""Red-eyed vireo"", NaN, NaN, NaN, ""Red-eyed vireo"", NaN, NaN, NaN, ""Red-eyed Vireo"", ""Red-eyed Vireo"", ""RED-EYED VIREO""]"		"[""Vireo olivaceus"", ""Vireo olivaceus"", NaN, ""Vireo olivaceus"", NaN, NaN, ""Vireo"", ""Vireo"", ""Vireo olivaceus""]"	"[""olivaceus"", ""olivaceus"", ""olivaceus"", ""olivaceus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vireo"", ""Vireo""]"	Bird		b
"[""White-eyed Vireo"", ""WHITE-EYED VIREO"", ""White-eyed Vireo"", ""White-eyed vireo"", NaN, NaN, NaN, ""White-eyed vireo"", NaN, NaN, NaN, ""White-eyed Vireo"", ""White-eyed Vireo"", ""WHITE-EYED VIREO""]"		"[""Vireo griseus"", ""Vireo griseus"", NaN, ""Vireo griseus"", NaN, NaN, ""Vireo"", ""Vireo"", ""Vireo griseus""]"	"[""griseus"", ""griseus"", ""griseus"", ""griseus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vireo"", ""Vireo""]"	Bird		b
"[""Great Crested Flycatcher"", ""Great crested flycatcher"", ""Great Crested Flycatcher"", ""GREAT CRESTED FLYCATCHER"", NaN, NaN, NaN, ""Great crested flycatcher"", NaN, NaN, NaN, ""Great Crested Flycatcher"", ""Great Crested Flycatcher"", ""GREAT CRESTED FLYCATCHER""]"		"[""Myiarchus crinitus"", ""Myiarchus crinitus"", NaN, ""Myiarchus crinitus"", NaN, NaN, ""Myiarchus"", ""Myiarchus"", ""Myiarchus crinitus""]"	"[""crinitus"", ""crinitus"", ""crinitus"", ""crinitus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Myiarchus"", ""Myiarchus""]"	Bird		b
"[""Field sparrow"", ""Field Sparrow"", ""FIELD SPARROW"", ""FIELD SPARROW"", ""Field Sparrow"", NaN, NaN, NaN, ""Field sparrow"", NaN, NaN, NaN, ""Field Sparrow"", ""Field Sparrow"", ""FIELD SPARROW"", ""FIELD SPARROW""]"		"[""Spizella pusila"", ""Spizella pusilla"", ""Spizella pusilla"", NaN, ""Spizella pusila"", NaN, NaN, ""Spizella"", ""Spizella"", ""Spizella pusilla"", ""Spizella pusilla""]"	"[""pusilla"", ""pusilla"", ""pusilla"", ""pusilla""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Spizella"", ""Spizella""]"	Bird		"[""w"", ""b""]"
"[""Pine Warbler"", ""PINE WARBLER"", ""Pine Warbler"", ""Pine warbler"", NaN, NaN, NaN, ""Pine warbler"", NaN, NaN, NaN, ""Pine Warbler"", ""Pine Warbler"", ""PINE WARBLER""]"		"[""Dendroica pinus"", ""Dendroica pinus"", NaN, ""Dendroica pinus"", NaN, NaN, ""Dendroica"", ""Dendroica"", ""Dendroica pinus""]"	"[""pinus"", ""pinus"", ""pinus"", ""pinus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dendroica"", ""Dendroica""]"	Bird		b
"[""Yellow-throated Warbler"", ""Yellow-throated warbler"", ""YELLOW-THROATED WARBLER"", ""Yellow-throated Warbler"", NaN, NaN, NaN, ""Yellow-throated warbler"", NaN, NaN, NaN, ""Yellow-throated Warbler"", ""Yellow-throated Warbler"", ""YELLOW-THROATED WARBLER""]"		"[""Dendroica dominica"", ""Dendroica dominica"", NaN, ""Dendroica dominica"", NaN, NaN, ""Dendroica"", ""Dendroica"", ""Dendroica dominica""]"	"[""dominica"", ""dominica"", ""dominica"", ""dominica""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dendroica"", ""Dendroica""]"	Bird		b
"[""Black-throated Green Warbler"", ""BLACK-THROATED GREEN WARBLER"", ""Black-throated green warbler"", ""Black-throated Green Warbler"", NaN, NaN, NaN, ""Black-throated green warbler"", NaN, NaN, NaN, ""Black-throated Green Warbler"", ""Black-throated Green Warbler"", ""BLACK-THROATED GREEN WARBLER""]"		"[""Dendroica virens"", ""Dendroica virens"", NaN, ""Dendroica virens"", NaN, NaN, ""Dendroica"", ""Dendroica"", ""Dendroica virens""]"	"[""virens"", ""virens"", ""virens"", ""virens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dendroica"", ""Dendroica""]"	Bird		b
"[""Prothonotary warbler"", ""PROTHONOTARY WARBLER"", ""Prothonotary Warbler"", ""Prothonotary Warbler"", NaN, NaN, NaN, ""Prothonotary warbler"", NaN, NaN, NaN, ""Prothonotary Warbler"", ""Prothonotary Warbler"", ""PROTHONOTARY WARBLER""]"		"[""Protonotaria citrea"", ""Protonotaria citrea"", NaN, ""Protonotaria citrea"", NaN, NaN, ""Protonotaria"", ""Protonotaria"", ""Protonotaria citrea""]"	"[""citrea"", ""citrea"", ""citrea"", ""citrea""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Protonotaria"", ""Protonotaria""]"	Bird		b
"[""Yellow-throated vireo"", ""Yellow-throated Vireo"", ""YELLOW-THROATED VIREO"", ""Yellow-throated Vireo"", NaN, NaN, NaN, ""Yellow-throated vireo"", NaN, NaN, NaN, ""Yellow-throated Vireo"", ""Yellow-throated Vireo"", ""YELLOW-THROATED VIREO""]"		"[""Vireo flavifrons"", ""Vireo flavifrons"", NaN, ""Vireo flavifrons"", NaN, NaN, ""Vireo"", ""Vireo"", ""Vireo flavifrons""]"	"[""flavifrons"", ""flavifrons"", ""flavifrons"", ""flavifrons""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vireo"", ""Vireo""]"	Bird		b
"[""Kentucky warbler"", ""Kentucky Warbler"", ""Kentucky Warbler"", ""KENTUCKY WARBLER"", NaN, NaN, NaN, ""Kentucky warbler"", NaN, NaN, NaN, ""Kentucky Warbler"", ""Kentucky Warbler"", ""KENTUCKY WARBLER""]"		"[""Oporornis formosus"", ""Oporornis formosus"", NaN, ""Oporornis formosus"", NaN, NaN, ""Oporornis"", ""Oporornis"", ""Oporornis formosus""]"	"[""formosus"", ""formosus"", ""formosus"", ""formosus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Oporornis"", ""Oporornis""]"	Bird		b
"[""White-crowned Sparrow"", ""WHITE-CROWNED SPARROW"", ""White-crowned sparrow"", ""White-crowned Sparrow"", ""White-crowned Sparrow"", NaN, NaN, NaN, ""White-crowned sparrow"", NaN, NaN, ""White-crowned Sparrow"", ""White-crowned Sparrow"", ""White-crowned Sparrow"", ""WHITE-CROWNED SPARROW""]"		"[""Zonotrichia leucophrys"", ""Zonotrichia leucophrys"", ""Zonotrichia leucophrys"", NaN, ""Zonotrichia leucophrys"", NaN, ""Zonotrichia leucophrys"", ""Zonotrichia"", ""Zonotrichia"", ""Zonotrichia leucophrys""]"	"[""leucophrys"", ""leucophrys"", ""leucophrys"", ""leucophrys""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Zonotrichia"", ""Zonotrichia""]"	Bird	C	w
"[""LOUISIANA WATERTHRUSH"", ""Louisiana Waterthrush"", ""Louisiana waterthrush"", ""Louisiana Waterthrush"", NaN, NaN, NaN, ""Louisiana waterthrush"", NaN, NaN, NaN, ""Louisiana Waterthrush"", ""Louisiana Waterthrush"", ""LOUISIANA WATERTHRUSH""]"		"[""Seiurus motacilla"", ""Seiurus motacilla"", NaN, ""Seiurus motacilla"", NaN, NaN, ""Seiurus"", ""Seiurus"", ""Seiurus motacilla""]"	"[""motacilla"", ""motacilla"", ""motacilla"", ""motacilla""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Seiurus"", ""Seiurus""]"	Bird		b
"[""DICKCISSEL"", ""Dickcissel"", ""Dickcissel"", ""Dickcissel"", NaN, NaN, NaN, ""Dickcissel"", NaN, NaN, NaN, ""Dickcissel"", ""Dickcissel"", ""DICKCISSEL""]"		"[""Spiza americana"", ""Spiza americana"", NaN, ""Spiza americana"", NaN, NaN, ""Spiza"", ""Spiza"", ""Spiza americana""]"	"[""americana"", ""americana"", ""americana"", ""americana""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Spiza"", ""Spiza""]"	Bird		b
"[""BLUE GROSBEAK"", ""Blue Grosbeak"", ""Blue grosbeak"", ""Blue Grosbeak"", NaN, NaN, NaN, ""Blue grosbeak"", NaN, NaN, NaN, ""Blue Grosbeak"", ""Blue Grosbeak"", ""BLUE GROSBEAK""]"		"[""Guiraca caerulea"", ""Guiraca caerulea"", NaN, ""Guiraca caerulea"", NaN, NaN, ""Passerina"", ""Passerina"", ""Guiraca caerulea""]"	"[""caerulea"", ""caerulea"", ""caerulea"", ""caerulea""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Passerina"", ""Passerina""]"	Bird		b
"[""Chipping Sparrow"", ""Chipping Sparrow"", ""Chipping sparrow"", ""CHIPPING SPARROW"", ""Chipping Sparrow"", NaN, NaN, NaN, ""Chipping sparrow"", NaN, NaN, ""Chipping Sparrow"", ""Chipping Sparrow"", ""Chipping Sparrow"", ""CHIPPING SPARROW""]"		"[""Spizella passerina"", ""Spizella passerina"", ""Spizella passerina"", NaN, ""Spizella passerina"", NaN, ""Spizella passerina"", ""Spizella"", ""Spizella"", ""Spizella passerina""]"	"[""passerina"", ""passerina"", ""passerina"", ""passerina""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Spizella"", ""Spizella""]"	Bird	U	b
"[""Ruddy Duck"", ""Ruddy Duck"", ""Ruddy Duck"", ""Ruddy duck"", ""RUDDY DUCK"", NaN, NaN, NaN, ""Ruddy duck"", NaN, NaN, ""Ruddy Duck"", ""Ruddy Duck"", ""Ruddy Duck"", ""RUDDY DUCK""]"		"[""Oxyura jamaicensis"", ""Oxyura jamaicensis"", ""Oxyura jamaicensis"", NaN, ""Oxyura jamaicensis"", NaN, ""Oxyura jamaicensis"", ""Oxyura"", ""Oxyura"", ""Oxyura jamaicensis""]"	"[""jamaicensis"", ""jamaicensis"", ""jamaicensis"", ""jamaicensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Oxyura"", ""Oxyura""]"	Bird	FC	w
"[""Red-bellied Woodpecker"", ""Red-bellied woodpecker"", ""RED-BELLIED WOODPECKER"", ""RED-BELLIED WOODPECKER"", ""Red-bellied Woodpecker"", NaN, NaN, NaN, ""Red-bellied woodpecker"", NaN, NaN, NaN, ""Red-bellied Woodpecker"", ""Red-bellied Woodpecker"", ""RED-BELLIED WOODPECKER"", ""RED-BELLIED WOODPECKER""]"		"[""Melanerpes carolinus"", ""Melanerpes carolinus"", ""Melanerpes carolinus"", NaN, ""Melanerpes carolinus"", NaN, NaN, ""Melanerpes"", ""Melanerpes"", ""Melanerpes carolinus"", ""Melanerpes carolinus""]"	"[""carolinus"", ""carolinus"", ""carolinus"", ""carolinus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Melanerpes"", ""Melanerpes""]"	Bird		"[""w"", ""b""]"
"[""Red-headed woodpecker"", ""Red-headed Woodpecker"", ""RED-HEADED WOODPECKER"", ""RED-HEADED WOODPECKER"", ""Red-headed Woodpecker"", NaN, NaN, NaN, ""Red-headed woodpecker"", NaN, NaN, NaN, ""Red-headed Woodpecker"", ""Red-headed Woodpecker"", ""RED-HEADED WOODPECKER"", ""RED-HEADED WOODPECKER""]"		"[""Melanerpes erythrocephalus"", ""Melanerpes erythrocephalus"", ""Melanerpes erythrocephalus"", NaN, ""Melanerpes erythrocephalus"", NaN, NaN, ""Melanerpes"", ""Melanerpes"", ""Melanerpes erythrocephalus"", ""Melanerpes erythrocephalus""]"	"[""erythrocephalus"", ""erythrocephalus"", ""erythrocephalus"", ""erythrocephalus""]"	"[""NT"", ""NT"", ""NT"", ""NT""]"	"[""Melanerpes"", ""Melanerpes""]"	Bird		"[""w"", ""b""]"
"[""Grasshopper Sparrow"", ""Grasshopper Sparrow"", ""Grasshopper sparrow"", ""GRASSHOPPER SPARROW"", ""Grasshopper Sparrow"", NaN, NaN, NaN, ""Grasshopper sparrow"", NaN, NaN, ""Grasshopper Sparrow"", ""Grasshopper Sparrow"", ""Grasshopper Sparrow"", ""GRASSHOPPER SPARROW""]"		"[""Ammodramus savannarum"", ""Ammodramus savannarum"", ""Ammodramus savannarum"", NaN, ""Ammodramus savannarum"", NaN, ""Ammodramus savannarum"", ""Ammodramus"", ""Ammodramus"", ""Ammodramus savannarum""]"	"[""savannarum"", ""savannarum"", ""savannarum"", ""savannarum""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Ammodramus"", ""Ammodramus""]"	Bird	X	b
"[""American Tree Sparrow"", ""AMERICAN TREE SPARROW"", ""American Tree Sparrow"", ""American tree sparrow"", NaN, NaN, NaN, ""American tree sparrow"", NaN, NaN, NaN, ""American Tree Sparrow"", ""American Tree Sparrow"", ""AMERICAN TREE SPARROW""]"		"[""Spizella arborea"", ""Spizella arborea"", NaN, ""Spizella arborea"", NaN, NaN, ""Spizella"", ""Spizella"", ""Spizella arborea""]"	"[""arborea"", ""arborea"", ""arborea"", ""arborea""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Spizella"", ""Spizella""]"	Bird		w
"[""Osprey"", ""Osprey"", ""OSPREY"", ""Osprey"", ""Osprey"", NaN, NaN, ""Osprey"", NaN, NaN, ""Osprey"", NaN, NaN, ""OSPREY""]"	MU (single)	"[""Pandion haliaetus"", ""Pandion haliaetus"", ""Pandion haliaetus"", ""Pandion haliaetus"", ""Pandion haliaetus"", NaN, ""Pandion haliaetus"", NaN, NaN, ""Pandion haliaetus""]"	[NaN, NaN, NaN]	[NaN, NaN, NaN]		Bird	C	b
"[""Belted kingfisher"", ""Belted Kingfisher"", ""Belted Kingfisher"", ""BELTED KINGFISHER"", ""BELTED KINGFISHER"", ""Belted Kingfisher"", NaN, NaN, NaN, ""Belted kingfisher"", NaN, NaN, ""Belted Kingfisher"", ""Belted Kingfisher"", ""Belted Kingfisher"", ""BELTED KINGFISHER"", ""BELTED KINGFISHER""]"		"[""Ceryle alcyon"", ""Ceryle alcyon"", ""Ceryle alcyon"", ""Ceryle alcyon"", NaN, ""Ceryle alcyon"", NaN, ""Ceryle alcyon"", ""Megaceryle"", ""Megaceryle"", ""Ceryle alcyon"", ""Ceryle alcyon""]"	"[""alcyon"", ""alcyon"", ""alcyon"", ""alcyon""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Megaceryle"", ""Megaceryle""]"	Bird	C	"[""b"", ""w""]"
"[""Summer Tanager"", ""Summer tanager"", ""SUMMER TANAGER"", ""Summer Tanager"", NaN, NaN, NaN, ""Summer tanager"", NaN, NaN, NaN, ""Summer Tanager"", ""Summer Tanager"", ""SUMMER TANAGER""]"		"[""Piranga rubra"", ""Piranga rubra"", NaN, ""Piranga rubra"", NaN, NaN, ""Piranga"", ""Piranga"", ""Piranga rubra""]"	"[""rubra"", ""rubra"", ""rubra"", ""rubra""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Piranga"", ""Piranga""]"	Bird		b
"[""Northern Bobwhite"", ""Northern Bobwhite"", ""NORTHERN BOBWHITE"", ""NORTHERN BOBWHITE"", ""Northern bobwhite"", NaN, NaN, NaN, ""Northern bobwhite"", NaN, NaN, NaN, ""Northern Bobwhite"", ""Northern Bobwhite"", ""NORTHERN BOBWHITE"", ""NORTHERN BOBWHITE""]"		"[""Colinus virginianus"", ""Colinus virginianus"", ""Colinus virginianus"", NaN, ""Colinus virginianus"", NaN, NaN, ""Colinus"", ""Colinus"", ""Colinus virginianus"", ""Colinus virginianus""]"	"[""virginianus"", ""virginianus"", ""virginianus"", ""virginianus""]"	"[""NT"", ""NT"", ""NT"", ""NT""]"	"[""Colinus"", ""Colinus""]"	Bird		"[""w"", ""b""]"
"[""Ruffed Grouse"", ""Ruffed Grouse"", ""Ruffed grouse"", ""RUFFED GROUSE"", ""RUFFED GROUSE"", NaN, NaN, NaN, ""Ruffed grouse"", NaN, NaN, NaN, ""Ruffed Grouse"", ""Ruffed Grouse"", ""RUFFED GROUSE"", ""RUFFED GROUSE""]"		"[""Bonasa umbellus"", ""Bonasa umbellus"", ""Bonasa umbellus"", NaN, ""Bonasa umbellus"", NaN, NaN, ""Bonasa"", ""Bonasa"", ""Bonasa umbellus"", ""Bonasa umbellus""]"	"[""umbellus"", ""umbellus"", ""umbellus"", ""umbellus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Bonasa"", ""Bonasa""]"	Bird		"[""w"", ""b""]"
"[""Worm-eating Warbler"", ""Worm-eating warbler"", ""Worm-eating Warbler"", ""WORM-EATING WARBLER"", NaN, NaN, NaN, ""Worm-eating warbler"", NaN, NaN, NaN, ""Worm-eating Warbler"", ""Worm-eating Warbler"", ""WORM-EATING WARBLER""]"		"[""Helmitheros vermivorus"", ""Helmitheros vermivorus"", NaN, ""Helmitheros vermivorus"", NaN, NaN, ""Helmitheros"", ""Helmitheros"", ""Helmitheros vermivorus""]"	"[""vermivorus"", ""vermivorus"", ""vermivorus"", ""vermivorus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Helmitheros"", ""Helmitheros""]"	Bird		b
"[""Common Grackle"", ""Common grackle"", ""COMMON GRACKLE"", ""COMMON GRACKLE"", ""Common Grackle"", NaN, NaN, NaN, ""Common grackle"", NaN, NaN, NaN, ""Common Grackle"", ""Common Grackle"", ""COMMON GRACKLE"", ""COMMON GRACKLE""]"		"[""Quiscalus quiscula"", ""Quiscalus quiscula"", ""Quiscalus quiscula"", NaN, ""Quiscalus quiscula"", NaN, NaN, ""Quiscalus"", ""Quiscalus"", ""Quiscalus quiscula"", ""Quiscalus quiscula""]"	"[""quiscula"", ""quiscula"", ""quiscula"", ""quiscula""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Quiscalus"", ""Quiscalus""]"	Bird		"[""b"", ""w""]"
"[""BALD EAGLE"", ""BALD EAGLE"", ""Bald Eagle"", ""American bald eagle"", ""Bald eagle"", NaN, NaN, NaN, ""Bald eagle"", ""American bald eagle"", NaN, ""Bald Eagle"", NaN, NaN, ""BALD EAGLE"", ""BALD EAGLE""]"		"[""Haliaeetus leucocephalus"", ""Haliaeetus leucocephalus"", ""Haliaeetus leucocephalus"", ""Haliaeetus leucocephalus"", NaN, ""Haliaeetus leucocephalus"", ""Haliaeetus leucocephalus"", ""Haliaeetus leucocephalus"", NaN, NaN, ""Haliaeetus leucocephalus"", ""Haliaeetus leucocephalus""]"	[NaN, NaN, NaN]	[NaN, NaN, NaN]		Bird	R	"[""w"", ""b""]"
