85	0	1	4	71	93	1000	3007	100004	100005	100008	100012
"[""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike"", 2595.0, 2595.0, ""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike"", ""Grisedale Pike""]"	"[""2,593"", 2595, ""2,593"", 2595, ""12"", 2595, 2595.0, 2595.0, 2593.0]"	[790, 791, 790, 791, 791.0, 791.0, 791.0]	"[""NW"", ""NW""]"	[40, 30, 30, 40.0, 84.0, 1.0]	"[""NY198225"", ""NY 198 226"", ""NY 198 226"", ""NY 19839 22544"", ""NY198225"", 790.0]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	12	43.0	40.0	A Coledale Round;	NY 198225
"[""Grange Fell"", ""Grange Fell"", ""Grange Fell [Brund Fell]"", ""Grange Fell"", ""Grange Fell"", ""Grange Fell [Brund Fell]"", ""Grange Fell"", 1345.0, 1362.0, ""Grange Fell"", ""Grange Fell"", ""Grange Fell"", NaN]"	"[""1,363"", ""1,363"", 1362, 1362, ""-"", 1362, 1362.0, 1345.0, NaN]"	[415, 415, 415, 415, 410.0, 415.0, 415.0]	"[""NW"", ""C""]"	[198, 199, 198, 199.0, 63.0, 1.0]	"[""NY 264 163"", ""NY264162"", ""NY 264 163"", ""NY 26470 16274"", ""NY264162"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	220.0	200.0		
"[""Glaramara"", ""Glaramara"", ""Glaramara"", ""Glaramara"", ""Glaramara"", ""Glaramara"", ""Glaramara"", 2569.0, 2569.0, ""Glaramara"", ""Glaramara"", ""Glaramara"", ""Glaramara""]"	"[""2,560"", 2569, ""2,560"", ""123456"", 2569, 2569, 2569.0, 2568.0, 2560.0]"	[780, 783, 780, 783, 783.0, 783.0, 783.0]	"[""NW"", ""S""]"	[45, 45, 45, 45.0, 60.0, 1.0]	"[""NY246104"", ""NY 247 105"", ""NY 247 105"", ""NY 24723 10565"", ""NY246104"", 780.0]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123456	47.0	44.0	Glaramara and Langstrath	NY 247105
"[""Lord's Seat"", ""Lord's Seat"", ""Lord's Seat"", ""Lord's Seat"", ""Lord's Seat"", ""Lord's Seat"", ""Lord's Seat"", 1811.0, 1811.0, ""Lord's Seat"", ""Lord's Seat"", ""Lord's Seat"", NaN]"	"[""1,811"", 1811, ""1,811"", ""-"", 1811, 1811, 1811.0, 1811.0, NaN]"	[552, 552, 552, 552, 552.0, 552.0, 552.0]	"[""NW"", ""NW""]"	[147, 146, 146, 147.0, 135.0, 1.0]	"[""NY204265"", ""NY 347 051"", ""NY 347 051"", ""NY 20437 26558"", ""NY204265"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	155.0	147.0		
"[""Low Fell"", ""Low Fell"", ""Low Fell"", ""Low Fell"", ""Low Fell"", ""Low Fell"", ""Low Fell"", 1404.0, 1388.0, ""Low Fell"", ""Low Fell"", ""Low Fell"", NaN]"	"[""1,360"", 1388, ""1,360"", ""-"", 1388, 1388, 1388.0, 1387.0, NaN]"	[415, 423, 415, 423, 428.0, 423.0, 423.0]	"[""NW"", ""W""]"	[196, 200, 200, 196.0, 137.0, 1.0]	"[""NY137226"", ""NY 374 078"", ""NY 374 078"", ""NY 13730 22618"", ""NY137226"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	-	216.0	196.0		
"[""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell"", 1099.0, 1099.0, ""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell"", ""Loughrigg Fell""]"	"[""1,101"", ""1,101"", 1099, 1099, ""1"", 1099, 1099.0, 1099.0, 1101.0]"	[336, 336, 335, 335, 335.0, 335.0, 335.0]	"[""SE"", ""C""]"	[211, 211, 211, 211.0, 136.0, 1.0]	"[""NY 137 226"", ""NY347051"", ""NY 137 226"", ""NY 34697 05139"", ""NY347051"", 336.0]"	"[""The Central Fells"", NaN, ""C Fells""]"	1	237.0	211.0	Loughrigg, Sergeant Man and Tarn Crag	NY 347051
"[""Loft Crag"", ""Loft Crag"", ""Loft Crag"", ""Loft Crag"", ""Loft Crag"", ""Loft Crag"", ""Loft Crag"", 2231.0, 2231.0, ""Loft Crag"", ""Loft Crag"", ""Loft Crag"", NaN]"	"[""2,270"", ""2,270"", 2231, ""-"", 2231, 2231, 2231.0, 2230.0, NaN]"	[692, 692, 680, 680, 680.0, 680.0, 680.0]	"[""SW"", ""C""]"	[93, 98, 93, 98.0, 131.0, 1.0]	"[""NY 249 284"", ""NY277071"", ""NY 249 284"", ""NY 27743 07135"", ""NY277071"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	101.0	98.0	Langdale Pikes and Sergeant Man & Peak-bagging from Langdale	
"[""Loadpot Hill"", ""Loadpot Hill"", ""Loadpot Hill"", ""Loadpot Hill"", ""Loadpot Hill"", ""Loadpot Hill"", ""Loadpot Hill"", 2201.0, 2201.0, ""Loadpot Hill"", ""Loadpot Hill"", ""Loadpot Hill"", NaN]"	"[""2,201"", 2201, ""2,201"", ""-"", 2201, 2201, 2201.0, 2201.0, NaN]"	[671, 671, 671, 671, 671.0, 671.0, 671.0]	"[""NE"", ""FE""]"	[102, 102, 102, 102.0, 130.0, 1.0]	"[""NY456181"", ""NY 277 071"", ""NY 277 071"", ""NY 45689 18129"", ""NY456181"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	105.0	102.0		
"[""Longlands fell"", ""Longlands Fell"", ""Longlands Fell"", ""Longlands Fell"", ""Longlands Fell"", ""Longlands Fell"", ""Longlands fell"", 1585.0, 1585.0, ""Longlands Fell"", ""Longlands Fell"", ""Longlands Fell"", NaN]"	"[""1,580"", ""1,580"", 1585, 1585, ""-"", 1585, 1585.0, 1584.0, NaN]"	[482, 482, 483, 483, 483.0, 483.0, 483.0]	"[""NW"", ""N""]"	[178, 180, 178, 180.0, 133.0, 1.0]	"[""NY 285 272"", ""NY276354"", ""NY 285 272"", ""NY 27590 35402"", ""NY276354"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	194.0	179.0		
"[""Long Side"", ""Long Side"", ""Long Side"", ""Long Side"", ""Long Side"", ""Long Side"", ""Long Side"", 2408.0, 2408.0, ""Long Side"", ""Long Side"", ""Long Side"", NaN]"	"[""2,405"", ""2,405"", 2408, 2408, ""1"", 2408, 2408.0, 2408.0, NaN]"	[733, 733, 734, 734, 734.0, 734.0, 734.0]	"[""NW"", ""N""]"	[70, 71, 70, 71.0, 132.0, 1.0]	"[""NY 276 354"", ""NY248284"", ""NY 276 354"", ""NY 24881 28441"", ""NY248284"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1	73.0	70.0	Skiddaw via Longside Edge	
"[""Maiden Moor"", ""Maiden Moor"", ""Maiden Moor"", ""Maiden Moor"", ""Maiden Moor"", ""Maiden Moor"", ""Maiden Moor"", 1890.0, 1886.0, ""Maiden Moor"", ""Maiden Moor"", ""Maiden Moor"", NaN]"	"[""1,887"", ""1,887"", 1886, 1886, ""1"", 1886, 1886.0, 1889.0, NaN]"	[575, 575, 575, 575, 576.0, 575.0, 575.0]	"[""NW"", ""NW""]"	[136, 138, 136, 138.0, 139.0, 1.0]	"[""NY 447 101"", ""NY237182"", ""NY 447 101"", ""NY 23688 17115"", ""NY237182"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	1	145.0	138.0	Robinson and Dale Head	
"[""Low Pike"", ""Low Pike"", ""Low Pike"", ""Low Pike"", ""Low Pike"", ""Low Pike"", ""Low Pike"", 1667.0, 1667.0, ""Low Pike"", ""Low Pike"", ""Low Pike"", NaN]"	"[""1,657"", ""1,657"", 1667, 1667, ""-"", 1667, 1667.0, 1666.0, NaN]"	[505, 505, 508, 508, 508.0, 508.0, 508.0]	"[""SE"", ""E""]"	[171, 172, 171, 172.0, 138.0, 1.0]	"[""NY 237 182"", ""NY373078"", ""NY 237 182"", ""NY 37354 07832"", ""NY373078"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	184.0	172.0	Fairfield Horseshoe	
"[""Holme Fell"", ""Holme Fell"", ""Holme Fell"", ""Holme Fell"", ""Holme Fell"", ""Holme Fell"", ""Holme Fell"", 1040.0, 1040.0, ""Holme Fell"", ""Holme Fell"", ""Holme Fell"", NaN]"	"[""1,040"", ""1,040"", 1040, 1040, ""-"", 1040, 1040.0, 1040.0, NaN]"	[317, 317, 317, 317, 317.0, 317.0, 317.0]	"[""SW"", ""S""]"	[213, 213, 213, 213.0, 113.0, 1.0]	"[""NY 315 006"", ""NY315006"", ""NY 315 006"", ""NY 31528 00654"", ""NY315006"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	-	241.0	213.0		
"[""High Raise (Mardale)"", ""High Raise (Far E Fells)"", ""High Raise (Martindale)"", ""High Raise (High Street)"", ""High Raise (Mardale)"", ""High Raise (High Street)"", ""High Raise (Martindale)"", 2631.0, 2631.0, ""High Raise (Far E Fells)"", NaN, NaN, NaN]"	"[""2,634"", ""2,634"", 2631, ""1234"", 2631, 2631, NaN, NaN, NaN]"	[803, 803, 802, 802, 802.0, 802.0, NaN]	"[""NE"", ""FE""]"	[31, 32, 31, 32.0, 105.0, NaN]	"[""NY 448 134"", ""NY448134"", ""NY 448 134"", ""NY 44826 13453"", ""NY448134"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1234				
"[""High Rigg"", ""High Rigg"", ""High Rigg [Naddle Fell]"", ""High Rigg"", ""High Rigg"", ""High Rigg [Naddle Fell]"", ""High Rigg"", 1161.0, 1171.0, ""High Rigg"", ""High Rigg"", ""High Rigg"", NaN]"	"[""1,163"", ""1,163"", 1171, ""-"", 1171, 1171, 1171.0, 1161.0, NaN]"	[354, 354, 357, 357, 354.0, 357.0, 357.0]	"[""NW"", ""C""]"	[209, 208, 209, 208.0, 106.0, 1.0]	"[""NY 308 220"", ""NY308219"", ""NY 308 220"", ""NY 30860 21994"", ""NY308219"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	234.0	210.0		
"[""High Crag"", ""High Crag"", ""High Crag (Buttermere)"", ""High Crag"", ""High Crag (Buttermere)"", NaN, NaN, 2441.0, ""High Crag"", ""High Crag"", ""High Crag"", NaN]"	"[""2,443"", ""2,443"", 2441, ""123"", 2441, 2441, 2441.0, 2440.0, NaN]"	[745, 745, 744, 744, NaN, 744.0, 744.0]	"[""NW"", ""W""]"	[64, 65, 64, 65.0, NaN, 1.0]	"[""NY 180 141"", ""NY180140"", ""NY 180 141"", NaN, ""NY180140"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	123	68.0	65.0	High Stile Ridge & An Ennerdale Round	
"[""High Hartsop Dodd"", ""High Hartsop Dodd"", ""High Hartsop Dodd"", ""High Hartsop Dodd"", ""High Hartsop Dodd"", ""High Hartsop Dodd"", ""High Hartsop Dodd"", 1703.0, 1703.0, ""High Hartsop Dodd"", ""High Hartsop Dodd"", ""High Hartsop Dodd"", NaN]"	"[""1,702"", ""1,702"", 1703, ""-"", 1703, 1703, 1703.0, 1702.0, NaN]"	[519, 519, 519, 519, 519.0, 519.0, 519.0]	"[""NE"", ""E""]"	[162, 164, 162, 164.0, 101.0, 1.0]	"[""NY 394 108"", ""NY393107"", ""NY 394 108"", ""NY 39357 10766"", ""NY393107"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	177.0	165.0		
"[""High Pike (Caldbeck)"", ""High Pike (N Fells)"", ""High Pike (Caldbeck)"", ""High Pike (Caldbeck)"", ""High Pike (Caldbeck)"", ""High Pike (Caldbeck)"", ""High Pike (Caldbeck)"", 2159.0, 2159.0, ""High Pike (N Fells)"", NaN, NaN, NaN]"	"[""2,157"", ""2,157"", 2159, ""1"", 2159, 2159, NaN, NaN, NaN]"	[658, 658, 658, 658, 658.0, 658.0, NaN]	"[""NE"", ""N""]"	[107, 107, 107, 107.0, 102.0, NaN]	"[""NY 319 350"", ""NY318350"", ""NY 319 350"", ""NY 31873 35002"", ""NY318350"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1				
"[""High Pike (Scandale)"", ""High Pike (Scandale)"", ""High Pike (Scandale)"", ""High Pike (Scandale)"", ""High Pike (Scandale)"", ""High Pike (Scandale)"", ""High Pike (Scandale)"", 2152.0, 2152.0, ""High Pike (Scandale)"", ""High Pike (Scandale)"", ""High Pike (Scandale)"", NaN]"	"[""2,155"", ""2,155"", 2152, ""-"", 2152, 2152, 2152.0, 2152.0, NaN]"	[656, 656, 656, 656, 656.0, 656.0, 656.0]	"[""SE"", ""E""]"	[108, 109, 108, 109.0, 103.0, 1.0]	"[""NY 374 088"", ""NY374088"", ""NY 374 088"", ""NY 37443 08830"", ""NY374088"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	112.0	109.0	Fairfield Horseshoe	
"[""Red Screes"", ""Red Screes"", ""Red Screes"", ""Red Screes"", ""Red Screes"", ""Red Screes"", ""Red Screes"", 2546.0, 2546.0, ""Red Screes"", ""Red Screes"", ""Red Screes"", ""Red Screes""]"	"[""2,541"", 2546, ""2,541"", ""1"", 2546, 2546, 2546.0, 2545.0, 2547.0]"	[774, 776, 774, 776, 776.0, 776.0, 776.0]	"[""SE"", ""E""]"	[49, 48, 48, 49.0, 161.0, 1.0]	"[""NY396087"", ""NY 202 169"", ""NY 202 169"", ""NY 39649 08767"", ""NY396087"", 776.0]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	52.0	49.0	Red Screes and Hart Crag & Red Screes and Dove Crag	NY 396088
"[""Thornthwaite Crag"", ""Thornthwaite Crag"", ""Thornthwaite Crag"", ""Thornthwaite Crag"", ""Thornthwaite Crag"", ""Thornthwaite Crag"", ""Thornthwaite Crag"", 2572.0, 2572.0, ""Thornthwaite Crag"", ""Thornthwaite Crag"", ""Thornthwaite Crag"", NaN]"	"[""2,569"", 2572, ""2,569"", ""1234"", 2572, 2572, 2572.0, 2572.0, NaN]"	[783, 784, 783, 784, 784.0, 784.0, 784.0]	"[""NE"", ""FE""]"	[44, 44, 44, 44.0, 197.0, 1.0]	"[""NY431100"", ""NY 431 100"", ""NY 431 100"", ""NY 43154 10039"", ""NY431100"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1234	46.0	43.0	Kidsty Pike to Caudale Moor & A Kentmere Horseshoe & Yoke Spur and Caudale Moor	
"[""Allen Crags"", ""Allen Crags"", ""Allen Crags"", ""Allen Crags"", ""Allen Crags"", ""Allen Crags"", ""Allen Crags"", 2575.0, 2575.0, ""Allen Crags"", ""Allen Crags"", ""Allen Crags"", NaN]"	"[""2,572"", 2575, ""2,572"", ""123456789"", 2575, 2575, 2575.0, 2575.0, NaN]"	[784, 785, 784, 785, 785.0, 785.0, 785.0]	"[""SW"", ""E""]"	[43, 43, 43, 43.0, 1.0, 1.0]	"[""NY236085"", ""NY 236 085"", ""NY 236 085"", ""NY 23668 08529?"", ""NY236085"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123456789	45.0	42.0	Peak-bagging from Langdale & Glaramara and Langstrath	
"[""Harter Fell (Far E Fells)"", ""Harter Fell (Martindale)"", ""Harter Fell (Mardale)"", ""Harter Fell (Mardale)"", ""Harter Fell (Martindale)"", ""Harter Fell (Mardale)"", ""Harter Fell (Mardale)"", 2552.0, 2552.0, ""Harter Fell (Far E Fells)"", NaN, NaN, NaN]"	"[""2,539"", 2552, ""2,539"", ""1234"", 2552, 2552, NaN, NaN, NaN]"	[774, 778, 774, 778, 778.0, 778.0, NaN]	"[""SE"", ""FE""]"	[48, 59, 59, 48.0, 91.0, NaN]	"[""NY459093"", ""NY 460 093"", ""NY 460 093"", ""NY 45970 09332"", ""NY459093"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1234				
"[""Hindscarth"", ""Hindscarth"", ""Hindscarth"", ""Hindscarth"", ""Hindscarth"", ""Hindscarth"", ""Hindscarth"", 2385.0, 2385.0, ""Hindscarth"", ""Hindscarth"", ""Hindscarth"", NaN]"	"[""2,385"", ""2,385"", 2385, ""1234"", 2385, 2385, 2385.0, 2385.0, NaN]"	[727, 727, 727, 727, 727.0, 727.0, 727.0]	"[""NW"", ""NW""]"	[73, 73, 73, 73.0, 112.0, 1.0]	"[""NY 216 165"", ""NY215165"", ""NY 216 165"", ""NY 21565 16517"", ""NY215165"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	1234	76.0	73.0	Dale Head and Robinson & Robinson and Dale Head	
"[""High Tove"", ""High Tove"", ""High Tove"", ""High Tove"", ""High Tove"", ""High Tove"", ""High Tove"", 1690.0, 1690.0, ""High Tove"", ""High Tove"", ""High Tove"", NaN]"	"[""1,665"", ""1,665"", 1690, ""1"", 1690, 1690, 1690.0, 1689.0, NaN]"	[507, 507, 515, 515, 515.0, 515.0, 515.0]	"[""NW"", ""C""]"	[168, 167, 168, 167.0, 111.0, 1.0]	"[""NY 289 165"", ""NY288166"", ""NY 289 165"", ""NY 28922 16512"", ""NY288166"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	1	179.0	167.0		
"[""High Street"", ""High Street"", ""High Street"", ""High Street"", ""High Street"", ""High Street"", ""High Street"", 2717.0, 2717.0, ""High Street"", ""High Street"", ""High Street"", ""High Street""]"	"[""2,718"", ""2,718"", 2717, 2717, ""1234567"", 2717, 2717.0, 2716.0, 2718.0]"	[828, 828, 828, 828, 828.0, 828.0, 828.0]	"[""NE"", ""FE""]"	[25, 25, 25, 25.0, 110.0, 1.0]	"[""NY 440 109"", ""NY440110"", ""NY 440 109"", ""NY 44078 11045"", ""NY440110"", 828.0]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1234567	28.0	25.0	Mardale Ill Bell to Wether Hill & Kidsty Pike to Caudale Moor	NY 441111
"[""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", 1804.0, 1804.0, ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", ""Tarn Crag (Easedale)"", NaN]"	"[""1,801"", 1804, ""1,801"", ""1"", 1804, 1804, 1804.0, 1804.0, NaN]"	[549, 550, 549, 550, 550.0, 550.0, 550.0]	"[""SW"", ""C""]"	[149, 149, 149, 149.0, 195.0, 1.0]	"[""NY304093"", ""NY 437 127"", ""NY 437 127"", ""NY 30358 09326"", ""NY304093"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	1	157.0	149.0	Loughrigg, Sergeant Man and Tarn Crag	
"[""Little Mell Fell"", ""Little Mell Fell"", ""Little Mell Fell"", ""Little Mell Fell"", ""Little Mell Fell"", ""Little Mell Fell"", ""Little Mell Fell"", 1657.0, 1657.0, ""Little Mell Fell"", ""Little Mell Fell"", ""Little Mell Fell"", NaN]"	"[""1,657"", ""1,657"", 1657, 1657, ""-"", 1657, 1657.0, 1657.0, NaN]"	[505, 505, 505, 505, 505.0, 505.0, 505.0]	"[""NE"", ""E""]"	[172, 173, 172, 173.0, 129.0, 1.0]	"[""NY 457 181"", ""NY423240"", ""NY 457 181"", ""NY 42318 24027"", ""NY423240"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	185.0	173.0		
"[""Lank Rigg"", ""Lank Rigg"", ""Lank Rigg"", ""Lank Rigg"", ""Lank Rigg"", ""Lank Rigg"", ""Lank Rigg"", 1775.0, 1775.0, ""Lank Rigg"", ""Lank Rigg"", ""Lank Rigg"", NaN]"	"[""1,775"", ""1,775"", 1775, 1775, ""1"", 1775, 1775.0, 1774.0, NaN]"	[541, 541, 541, 541, 541.0, 541.0, 541.0]	"[""NW"", ""W""]"	[152, 153, 152, 153.0, 123.0, 1.0]	"[""NY 278 247"", ""NY092119"", ""NY 278 247"", ""NY 09164 11955"", ""NY092119"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	1	162.0	152.0		
"[""Yoke"", ""Yoke"", ""Yoke"", ""Yoke"", ""Yoke"", ""Yoke"", ""Yoke"", 2316.0, 2316.0, ""Yoke"", ""Yoke"", ""Yoke"", NaN]"	"[""2,309"", ""2,309"", 2316, ""123"", 2316, 2316, 2316.0, 2316.0, NaN]"	[704, 704, 706, 706, 706.0, 706.0, 706.0]	"[""SE"", ""FE""]"	[85, 85, 85, 85.0, 214.0, 1.0]	"[""NY 438 068"", ""NY437067"", ""NY 438 068"", ""NY 43773 06734"", ""NY437067"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	123	88.0	85.0	A Kentmere Horseshoe & Yoke Spur and Caudale Moor	
"[""Whiteless Pike"", ""Whiteless Pike"", ""Whiteless Pike"", ""Whiteless Pike"", ""Whiteless Pike"", ""Whiteless Pike"", ""Whiteless Pike"", 2165.0, 2165.0, ""Whiteless Pike"", ""Whiteless Pike"", ""Whiteless Pike"", NaN]"	"[""2,159"", ""2,159"", 2165, ""-"", 2165, 2165, 2165.0, 2165.0, NaN]"	[658, 658, 660, 660, 660.0, 660.0, 660.0]	"[""NW"", ""NW""]"	[106, 106, 106, 106.0, 211.0, 1.0]	"[""NY 180 189"", ""NY180189"", ""NY 180 189"", ""NY 18021 18977"", ""NY180189"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	109.0	106.0	A Gasgale Round variation	
"[""Dale Head"", ""Dale Head"", ""Dale Head"", ""Dale Head"", ""Dale Head"", ""Dale Head"", ""Dale Head"", 2470.0, 2470.0, ""Dale Head"", ""Dale Head"", ""Dale Head"", NaN]"	"[""2,473"", 2470, ""2,473"", ""123456"", 2470, 2470, 2470.0, 2470.0, NaN]"	[754, 753, 754, 753, 753.0, 753.0, 753.0]	"[""NW"", ""NW""]"	[63, 63, 63, 63.0, 46.0, 1.0]	"[""NY223153"", ""NY 223 154"", ""NY 223 154"", ""NY 22301 15324"", ""NY223153"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	123456	66.0	63.0	Dale Head and Robinson & Robinson and Dale Head	
"[""The Knott"", ""The Knott (High Street)"", ""Knott, The"", NaN, ""The Knott (High Street)"", ""Knott, The"", 2425.0, 2425.0, ""The Knott"", ""The Knott"", ""The Knott"", NaN]"	"[NaN, 2425, ""1"", 2425, 2425, 2425.0, 2423.0, NaN]"	[NaN, 739, 739, 739.0, 739.0, 739.0]	[NaN, NaN]	[66, NaN, 66.0, 122.0, 1.0]	"[""NY437127"", NaN, ""NY 43709 12682"", ""NY437127"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1	69.0	66.0	The Knott to Place Fell & Kidsty Pike to Caudale Moor	
"[""Nab Scar"", ""Nab Scar"", ""Nab Scar"", ""Nab Scar"", ""Nab Scar"", ""Nab Scar"", ""Nab Scar"", 1444.0, 1476.0, ""Nab Scar"", ""Nab Scar"", ""Nab Scar"", NaN]"	"[""1,450"", 1476, ""1,450"", ""-"", 1476, 1476, 1476.0, 1443.0, NaN]"	[442, 450, 442, 450, 440.0, 450.0, 450.0]	"[""SE"", ""E""]"	[190, 192, 192, 190.0, 146.0, 1.0]	"[""NY356073"", ""NY 344 142"", ""NY 344 142"", ""NY 35538 07240"", ""NY356073"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	210.0	193.0	Fairfield Horseshoe	
"[""Whiteside"", ""Whiteside"", ""Whiteside [Whiteside West Top]"", ""Whiteside"", ""Whiteside"", ""Whiteside [Whiteside West Top]"", ""Whiteside"", 2320.0, 2320.0, ""Whiteside"", ""Whiteside"", ""Whiteside"", NaN]"	"[""2,317"", ""2,317"", 2320, ""-"", 2320, 2320, 2320.0, 2319.0, NaN]"	[706, 706, 707, 707, 707.0, 707.0, 707.0]	"[""NW"", ""NW""]"	[84, 84, 84, 84.0, 212.0, 1.0]	"[""NY 170 220"", ""NY170219"", ""NY 170 220"", ""NY 17047 21951"", ""NY170219"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	87.0	84.0	A Gasgale Round	
"[""Haystacks (Buttermere)"", ""Haystacks"", ""Haystacks"", ""Haystacks"", ""Haystacks"", ""Haystacks (Buttermere)"", ""Haystacks"", 1959.0, 1959.0, ""Haystacks"", ""Haystacks"", NaN, ""Haystacks""]"	"[""1,900"", ""1,900"", 1959, 1959, ""1234"", 1959, 1959.0, NaN, 1959.0]"	[579, 579, 597, 597, 597.0, 597.0, 597.0]	"[""NW"", ""W""]"	[135, 131, 135, 131.0, 95.0, 1.0]	"[""NY 193 132"", ""NY194132"", ""NY 193 132"", ""NY 19338 13206"", ""NY194132"", 597.0]"	"[""The Western Fells"", NaN, ""W Fells""]"	1234				NY 194132
"[""Saint Sunday Crag"", ""St Sunday Crag"", ""St Sunday Crag"", ""St Sunday Crag"", ""Saint Sunday Crag"", ""St Sunday Crag"", ""St Sunday Crag"", 2759.0, 2759.0, ""St Sunday Crag"", ""St Sunday Crag"", ""St Sunday Crag"", NaN]"	"[""2,756"", ""2,756"", 2759, 2759, ""1"", 2759, 2759.0, 2756.0, NaN]"	[840, 840, 841, 841, 841.0, 841.0, 841.0]	"[""NE"", ""E""]"	[23, 22, 23, 22.0, 167.0, 1.0]	"[""NY 207 065"", ""NY369134"", ""NY 207 065"", ""NY 36930 13404"", ""NY369134"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	26.0	23.0	Dollywagon Pike and St. Sunday Crag & A Deepdale Round	
"[""Rest Dodd"", ""Rest Dodd"", ""Rest Dodd"", ""Rest Dodd"", ""Rest Dodd"", ""Rest Dodd"", ""Rest Dodd"", 2283.0, 2283.0, ""Rest Dodd"", ""Rest Dodd"", ""Rest Dodd"", NaN]"	"[""2,278"", ""2,278"", 2283, ""1"", 2283, 2283, 2283.0, 2283.0, NaN]"	[694, 694, 696, 696, 696.0, 696.0, 696.0]	"[""NE"", ""FE""]"	[92, 93, 92, 93.0, 162.0, 1.0]	"[""NY 249 076"", ""NY432137"", ""NY 249 076"", ""NY 43272 13701"", ""NY432137"", NaN]"	"[""The Far Eastern Fells"", ""The Far Eastern Fells"", ""Far E Fells""]"	1	95.0	92.0	The Knott to Place Fell & Beda Fell and The Nab	
"[""Hartsop Above How"", ""Hartsop Above How"", ""Hartsop Above How"", ""Hartsop Above How"", ""Hartsop Above How"", ""Hartsop Above How"", ""Hartsop Above How"", 1903.0, 1870.0, ""Hartsop Above How"", ""Hartsop above How"", ""Hartstop Above How"", NaN]"	"[""1,870"", ""1,870"", 1870, ""1"", 1906, 1906, 1870.0, 1902.0, NaN]"	[570, 570, 570, 581, 580.0, 570.0, 570.0]	"[""NE"", ""E""]"	[140, 141, 140, 141.0, 92.0, 1.0]	"[""NY 383 120"", ""NY385121"", ""NY 383 120"", ""NY 38315 12005"", ""NY385121"", NaN]"	"[""The Eastern Fells"", NaN, ""E Fells""]"	1	144.0	137.0	Red Screes and Hart Crag	
