"Identifier1","Identifier2","similarityScore"
"41194422_1_1172256090552737974.csv~Row35","41194422_0_7231546114369966811.csv~Row35","1.0"
"41194422_1_1172256090552737974.csv~Row49","41194422_0_7231546114369966811.csv~Row49","1.0"
"41194422_1_1172256090552737974.csv~Row186","41194422_0_7231546114369966811.csv~Row186","1.0"
"41194422_1_1172256090552737974.csv~Row148","41194422_0_7231546114369966811.csv~Row148","1.0"
"41194422_1_1172256090552737974.csv~Row189","41194422_0_7231546114369966811.csv~Row189","1.0"
"41194422_1_1172256090552737974.csv~Row0","41194422_0_7231546114369966811.csv~Row0","1.0"
"41194422_1_1172256090552737974.csv~Row90","41194422_0_7231546114369966811.csv~Row90","1.0"
"41194422_1_1172256090552737974.csv~Row168","41194422_0_7231546114369966811.csv~Row168","1.0"
"41194422_1_1172256090552737974.csv~Row215","41194422_0_7231546114369966811.csv~Row215","1.0"
"41194422_1_1172256090552737974.csv~Row122","41194422_0_7231546114369966811.csv~Row122","1.0"
"41194422_1_1172256090552737974.csv~Row31","41194422_0_7231546114369966811.csv~Row31","1.0"
"41194422_1_1172256090552737974.csv~Row169","41194422_0_7231546114369966811.csv~Row169","1.0"
"41194422_1_1172256090552737974.csv~Row110","41194422_0_7231546114369966811.csv~Row110","1.0"
"41194422_1_1172256090552737974.csv~Row129","41194422_0_7231546114369966811.csv~Row129","1.0"
"41194422_1_1172256090552737974.csv~Row100","41194422_0_7231546114369966811.csv~Row100","1.0"
"41194422_1_1172256090552737974.csv~Row97","41194422_0_7231546114369966811.csv~Row97","1.0"
"41194422_1_1172256090552737974.csv~Row150","41194422_0_7231546114369966811.csv~Row150","1.0"
"41194422_1_1172256090552737974.csv~Row207","41194422_0_7231546114369966811.csv~Row207","1.0"
"41194422_1_1172256090552737974.csv~Row30","41194422_0_7231546114369966811.csv~Row30","1.0"
"41194422_1_1172256090552737974.csv~Row83","41194422_0_7231546114369966811.csv~Row83","1.0"
"41194422_1_1172256090552737974.csv~Row47","41194422_0_7231546114369966811.csv~Row47","1.0"
"41194422_1_1172256090552737974.csv~Row33","41194422_0_7231546114369966811.csv~Row33","1.0"
"41194422_1_1172256090552737974.csv~Row3","41194422_0_7231546114369966811.csv~Row3","1.0"
"41194422_1_1172256090552737974.csv~Row141","41194422_0_7231546114369966811.csv~Row141","1.0"
"41194422_1_1172256090552737974.csv~Row45","41194422_0_7231546114369966811.csv~Row45","1.0"
"41194422_1_1172256090552737974.csv~Row79","41194422_0_7231546114369966811.csv~Row79","1.0"
"41194422_1_1172256090552737974.csv~Row21","41194422_0_7231546114369966811.csv~Row21","1.0"
"41194422_1_1172256090552737974.csv~Row226","41194422_0_7231546114369966811.csv~Row226","1.0"
"41194422_1_1172256090552737974.csv~Row65","41194422_0_7231546114369966811.csv~Row65","1.0"
"41194422_1_1172256090552737974.csv~Row152","41194422_0_7231546114369966811.csv~Row152","1.0"
"41194422_1_1172256090552737974.csv~Row124","41194422_0_7231546114369966811.csv~Row124","1.0"
"41194422_1_1172256090552737974.csv~Row25","41194422_0_7231546114369966811.csv~Row25","1.0"
"41194422_1_1172256090552737974.csv~Row214","41194422_0_7231546114369966811.csv~Row214","1.0"
"41194422_1_1172256090552737974.csv~Row182","41194422_0_7231546114369966811.csv~Row182","1.0"
"41194422_1_1172256090552737974.csv~Row222","41194422_0_7231546114369966811.csv~Row222","1.0"
"41194422_1_1172256090552737974.csv~Row4","41194422_0_7231546114369966811.csv~Row4","1.0"
"41194422_1_1172256090552737974.csv~Row126","41194422_0_7231546114369966811.csv~Row126","1.0"
"41194422_1_1172256090552737974.csv~Row48","41194422_0_7231546114369966811.csv~Row48","1.0"
"41194422_1_1172256090552737974.csv~Row81","41194422_0_7231546114369966811.csv~Row81","1.0"
"41194422_1_1172256090552737974.csv~Row75","41194422_0_7231546114369966811.csv~Row75","1.0"
"41194422_1_1172256090552737974.csv~Row113","41194422_0_7231546114369966811.csv~Row113","1.0"
"41194422_1_1172256090552737974.csv~Row228","41194422_0_7231546114369966811.csv~Row228","1.0"
"41194422_1_1172256090552737974.csv~Row171","41194422_0_7231546114369966811.csv~Row171","1.0"
"41194422_1_1172256090552737974.csv~Row18","41194422_0_7231546114369966811.csv~Row18","1.0"
"41194422_1_1172256090552737974.csv~Row88","41194422_0_7231546114369966811.csv~Row88","1.0"
"41194422_1_1172256090552737974.csv~Row176","41194422_0_7231546114369966811.csv~Row176","1.0"
"41194422_1_1172256090552737974.csv~Row167","41194422_0_7231546114369966811.csv~Row167","1.0"
"41194422_1_1172256090552737974.csv~Row6","41194422_0_7231546114369966811.csv~Row6","1.0"
"41194422_1_1172256090552737974.csv~Row202","41194422_0_7231546114369966811.csv~Row202","1.0"
"41194422_1_1172256090552737974.csv~Row53","41194422_0_7231546114369966811.csv~Row53","1.0"
"41194422_1_1172256090552737974.csv~Row115","41194422_0_7231546114369966811.csv~Row115","1.0"
"41194422_1_1172256090552737974.csv~Row201","41194422_0_7231546114369966811.csv~Row201","1.0"
"41194422_1_1172256090552737974.csv~Row227","41194422_0_7231546114369966811.csv~Row227","1.0"
"41194422_1_1172256090552737974.csv~Row54","41194422_0_7231546114369966811.csv~Row54","1.0"
"41194422_1_1172256090552737974.csv~Row70","41194422_0_7231546114369966811.csv~Row70","1.0"
"41194422_1_1172256090552737974.csv~Row197","41194422_0_7231546114369966811.csv~Row197","1.0"
"41194422_1_1172256090552737974.csv~Row151","41194422_0_7231546114369966811.csv~Row151","1.0"
"41194422_1_1172256090552737974.csv~Row213","41194422_0_7231546114369966811.csv~Row213","1.0"
"41194422_1_1172256090552737974.csv~Row8","41194422_0_7231546114369966811.csv~Row8","1.0"
"41194422_1_1172256090552737974.csv~Row191","41194422_0_7231546114369966811.csv~Row191","1.0"
"41194422_1_1172256090552737974.csv~Row128","41194422_0_7231546114369966811.csv~Row128","1.0"
"41194422_1_1172256090552737974.csv~Row217","41194422_0_7231546114369966811.csv~Row217","1.0"
"41194422_1_1172256090552737974.csv~Row143","41194422_0_7231546114369966811.csv~Row143","1.0"
"41194422_1_1172256090552737974.csv~Row179","41194422_0_7231546114369966811.csv~Row179","1.0"
"41194422_1_1172256090552737974.csv~Row193","41194422_0_7231546114369966811.csv~Row193","1.0"
"41194422_1_1172256090552737974.csv~Row20","41194422_0_7231546114369966811.csv~Row20","1.0"
"41194422_1_1172256090552737974.csv~Row200","41194422_0_7231546114369966811.csv~Row200","1.0"
"41194422_1_1172256090552737974.csv~Row131","41194422_0_7231546114369966811.csv~Row131","1.0"
"41194422_1_1172256090552737974.csv~Row220","41194422_0_7231546114369966811.csv~Row220","1.0"
"41194422_1_1172256090552737974.csv~Row163","41194422_0_7231546114369966811.csv~Row163","1.0"
"41194422_1_1172256090552737974.csv~Row225","41194422_0_7231546114369966811.csv~Row225","1.0"
"41194422_1_1172256090552737974.csv~Row34","41194422_0_7231546114369966811.csv~Row34","1.0"
"41194422_1_1172256090552737974.csv~Row27","41194422_0_7231546114369966811.csv~Row27","1.0"
"41194422_1_1172256090552737974.csv~Row32","41194422_0_7231546114369966811.csv~Row32","1.0"
"41194422_1_1172256090552737974.csv~Row218","41194422_0_7231546114369966811.csv~Row218","1.0"
"41194422_1_1172256090552737974.csv~Row7","41194422_0_7231546114369966811.csv~Row7","1.0"
"41194422_1_1172256090552737974.csv~Row125","41194422_0_7231546114369966811.csv~Row125","1.0"
"41194422_1_1172256090552737974.csv~Row17","41194422_0_7231546114369966811.csv~Row17","1.0"
"41194422_1_1172256090552737974.csv~Row11","41194422_0_7231546114369966811.csv~Row11","1.0"
"41194422_1_1172256090552737974.csv~Row63","41194422_0_7231546114369966811.csv~Row63","1.0"
"41194422_1_1172256090552737974.csv~Row37","41194422_0_7231546114369966811.csv~Row37","1.0"
"41194422_1_1172256090552737974.csv~Row66","41194422_0_7231546114369966811.csv~Row66","1.0"
"41194422_1_1172256090552737974.csv~Row86","41194422_0_7231546114369966811.csv~Row86","1.0"
"41194422_1_1172256090552737974.csv~Row64","41194422_0_7231546114369966811.csv~Row64","1.0"
"41194422_1_1172256090552737974.csv~Row105","41194422_0_7231546114369966811.csv~Row105","1.0"
"41194422_1_1172256090552737974.csv~Row170","41194422_0_7231546114369966811.csv~Row170","1.0"
"41194422_1_1172256090552737974.csv~Row161","41194422_0_7231546114369966811.csv~Row161","1.0"
"41194422_1_1172256090552737974.csv~Row41","41194422_0_7231546114369966811.csv~Row41","1.0"
"41194422_1_1172256090552737974.csv~Row208","41194422_0_7231546114369966811.csv~Row208","1.0"
"41194422_1_1172256090552737974.csv~Row211","41194422_0_7231546114369966811.csv~Row211","1.0"
"41194422_1_1172256090552737974.csv~Row155","41194422_0_7231546114369966811.csv~Row155","1.0"
"41194422_1_1172256090552737974.csv~Row119","41194422_0_7231546114369966811.csv~Row119","1.0"
"41194422_1_1172256090552737974.csv~Row116","41194422_0_7231546114369966811.csv~Row116","1.0"
"41194422_1_1172256090552737974.csv~Row44","41194422_0_7231546114369966811.csv~Row44","1.0"
"41194422_1_1172256090552737974.csv~Row133","41194422_0_7231546114369966811.csv~Row133","1.0"
"41194422_1_1172256090552737974.csv~Row188","41194422_0_7231546114369966811.csv~Row188","1.0"
"41194422_1_1172256090552737974.csv~Row22","41194422_0_7231546114369966811.csv~Row22","1.0"
"41194422_1_1172256090552737974.csv~Row172","41194422_0_7231546114369966811.csv~Row172","1.0"
"41194422_1_1172256090552737974.csv~Row160","41194422_0_7231546114369966811.csv~Row160","1.0"
"41194422_1_1172256090552737974.csv~Row142","41194422_0_7231546114369966811.csv~Row142","1.0"
"41194422_1_1172256090552737974.csv~Row145","41194422_0_7231546114369966811.csv~Row145","1.0"
"41194422_1_1172256090552737974.csv~Row158","41194422_0_7231546114369966811.csv~Row158","1.0"
"41194422_1_1172256090552737974.csv~Row16","41194422_0_7231546114369966811.csv~Row16","1.0"
"41194422_1_1172256090552737974.csv~Row55","41194422_0_7231546114369966811.csv~Row55","1.0"
"41194422_1_1172256090552737974.csv~Row195","41194422_0_7231546114369966811.csv~Row195","1.0"
"41194422_1_1172256090552737974.csv~Row43","41194422_0_7231546114369966811.csv~Row43","1.0"
"41194422_1_1172256090552737974.csv~Row19","41194422_0_7231546114369966811.csv~Row19","1.0"
"41194422_1_1172256090552737974.csv~Row15","41194422_0_7231546114369966811.csv~Row15","1.0"
"41194422_1_1172256090552737974.csv~Row107","41194422_0_7231546114369966811.csv~Row107","1.0"
"41194422_1_1172256090552737974.csv~Row177","41194422_0_7231546114369966811.csv~Row177","1.0"
"41194422_1_1172256090552737974.csv~Row112","41194422_0_7231546114369966811.csv~Row112","1.0"
"41194422_1_1172256090552737974.csv~Row134","41194422_0_7231546114369966811.csv~Row134","1.0"
"41194422_1_1172256090552737974.csv~Row147","41194422_0_7231546114369966811.csv~Row147","1.0"
"41194422_1_1172256090552737974.csv~Row117","41194422_0_7231546114369966811.csv~Row117","1.0"
"41194422_1_1172256090552737974.csv~Row132","41194422_0_7231546114369966811.csv~Row132","1.0"
"41194422_1_1172256090552737974.csv~Row102","41194422_0_7231546114369966811.csv~Row102","1.0"
"41194422_1_1172256090552737974.csv~Row192","41194422_0_7231546114369966811.csv~Row192","1.0"
"41194422_1_1172256090552737974.csv~Row229","41194422_0_7231546114369966811.csv~Row229","1.0"
"41194422_1_1172256090552737974.csv~Row94","41194422_0_7231546114369966811.csv~Row94","1.0"
"41194422_1_1172256090552737974.csv~Row149","41194422_0_7231546114369966811.csv~Row149","1.0"
"41194422_1_1172256090552737974.csv~Row205","41194422_0_7231546114369966811.csv~Row205","1.0"
"41194422_1_1172256090552737974.csv~Row80","41194422_0_7231546114369966811.csv~Row80","1.0"
"41194422_1_1172256090552737974.csv~Row5","41194422_0_7231546114369966811.csv~Row5","1.0"
"41194422_1_1172256090552737974.csv~Row77","41194422_0_7231546114369966811.csv~Row77","1.0"
"41194422_1_1172256090552737974.csv~Row1","41194422_0_7231546114369966811.csv~Row1","1.0"
"41194422_1_1172256090552737974.csv~Row82","41194422_0_7231546114369966811.csv~Row82","1.0"
"41194422_1_1172256090552737974.csv~Row162","41194422_0_7231546114369966811.csv~Row162","1.0"
"41194422_0_7231546114369966811.csv~Row163","41194422_1_1172256090552737974.csv~Row163","1.0"
"41194422_0_7231546114369966811.csv~Row117","41194422_1_1172256090552737974.csv~Row117","1.0"
"41194422_0_7231546114369966811.csv~Row146","41194422_1_1172256090552737974.csv~Row146","1.0"
"41194422_0_7231546114369966811.csv~Row166","41194422_1_1172256090552737974.csv~Row166","1.0"
"41194422_0_7231546114369966811.csv~Row165","41194422_1_1172256090552737974.csv~Row165","1.0"
"41194422_0_7231546114369966811.csv~Row211","41194422_1_1172256090552737974.csv~Row211","1.0"
"41194422_0_7231546114369966811.csv~Row6","41194422_1_1172256090552737974.csv~Row6","1.0"
"41194422_0_7231546114369966811.csv~Row137","41194422_1_1172256090552737974.csv~Row137","1.0"
"41194422_0_7231546114369966811.csv~Row141","41194422_1_1172256090552737974.csv~Row141","1.0"
"41194422_0_7231546114369966811.csv~Row29","41194422_1_1172256090552737974.csv~Row29","1.0"
"41194422_0_7231546114369966811.csv~Row149","41194422_1_1172256090552737974.csv~Row149","1.0"
"41194422_0_7231546114369966811.csv~Row7","41194422_1_1172256090552737974.csv~Row7","1.0"
"41194422_0_7231546114369966811.csv~Row111","41194422_1_1172256090552737974.csv~Row111","1.0"
"41194422_0_7231546114369966811.csv~Row40","41194422_1_1172256090552737974.csv~Row40","1.0"
"41194422_0_7231546114369966811.csv~Row79","41194422_1_1172256090552737974.csv~Row79","1.0"
"41194422_0_7231546114369966811.csv~Row11","41194422_1_1172256090552737974.csv~Row11","1.0"
"41194422_0_7231546114369966811.csv~Row160","41194422_1_1172256090552737974.csv~Row160","1.0"
"41194422_0_7231546114369966811.csv~Row84","41194422_1_1172256090552737974.csv~Row84","1.0"
"41194422_0_7231546114369966811.csv~Row55","41194422_1_1172256090552737974.csv~Row55","1.0"
"41194422_0_7231546114369966811.csv~Row144","41194422_1_1172256090552737974.csv~Row144","1.0"
"41194422_0_7231546114369966811.csv~Row9","41194422_1_1172256090552737974.csv~Row9","1.0"
"41194422_0_7231546114369966811.csv~Row187","41194422_1_1172256090552737974.csv~Row187","1.0"
"41194422_0_7231546114369966811.csv~Row138","41194422_1_1172256090552737974.csv~Row138","1.0"
"41194422_0_7231546114369966811.csv~Row120","41194422_1_1172256090552737974.csv~Row120","1.0"
"41194422_0_7231546114369966811.csv~Row71","41194422_1_1172256090552737974.csv~Row71","1.0"
"41194422_0_7231546114369966811.csv~Row184","41194422_1_1172256090552737974.csv~Row184","1.0"
"41194422_0_7231546114369966811.csv~Row157","41194422_1_1172256090552737974.csv~Row157","1.0"
"41194422_0_7231546114369966811.csv~Row38","41194422_1_1172256090552737974.csv~Row38","1.0"
"41194422_0_7231546114369966811.csv~Row27","41194422_1_1172256090552737974.csv~Row27","1.0"
"41194422_0_7231546114369966811.csv~Row25","41194422_1_1172256090552737974.csv~Row25","1.0"
"41194422_0_7231546114369966811.csv~Row93","41194422_1_1172256090552737974.csv~Row93","1.0"
"41194422_0_7231546114369966811.csv~Row5","41194422_1_1172256090552737974.csv~Row5","1.0"
"41194422_0_7231546114369966811.csv~Row60","41194422_1_1172256090552737974.csv~Row60","1.0"
"41194422_0_7231546114369966811.csv~Row8","41194422_1_1172256090552737974.csv~Row8","1.0"
"41194422_0_7231546114369966811.csv~Row91","41194422_1_1172256090552737974.csv~Row91","1.0"
"41194422_0_7231546114369966811.csv~Row3","41194422_1_1172256090552737974.csv~Row3","1.0"
"41194422_0_7231546114369966811.csv~Row20","41194422_1_1172256090552737974.csv~Row20","1.0"
"41194422_0_7231546114369966811.csv~Row152","41194422_1_1172256090552737974.csv~Row152","1.0"
"41194422_0_7231546114369966811.csv~Row199","41194422_1_1172256090552737974.csv~Row199","1.0"
"41194422_0_7231546114369966811.csv~Row174","41194422_1_1172256090552737974.csv~Row174","1.0"
"41194422_0_7231546114369966811.csv~Row102","41194422_1_1172256090552737974.csv~Row102","1.0"
"41194422_0_7231546114369966811.csv~Row215","41194422_1_1172256090552737974.csv~Row215","1.0"
"41194422_0_7231546114369966811.csv~Row67","41194422_1_1172256090552737974.csv~Row67","1.0"
"41194422_0_7231546114369966811.csv~Row63","41194422_1_1172256090552737974.csv~Row63","1.0"
"41194422_0_7231546114369966811.csv~Row114","41194422_1_1172256090552737974.csv~Row114","1.0"
"41194422_0_7231546114369966811.csv~Row170","41194422_1_1172256090552737974.csv~Row170","1.0"
"41194422_0_7231546114369966811.csv~Row182","41194422_1_1172256090552737974.csv~Row182","1.0"
"41194422_0_7231546114369966811.csv~Row56","41194422_1_1172256090552737974.csv~Row56","1.0"
"41194422_0_7231546114369966811.csv~Row188","41194422_1_1172256090552737974.csv~Row188","1.0"
"41194422_0_7231546114369966811.csv~Row94","41194422_1_1172256090552737974.csv~Row94","1.0"
"41194422_0_7231546114369966811.csv~Row118","41194422_1_1172256090552737974.csv~Row118","1.0"
"41194422_0_7231546114369966811.csv~Row42","41194422_1_1172256090552737974.csv~Row42","1.0"
"41194422_0_7231546114369966811.csv~Row125","41194422_1_1172256090552737974.csv~Row125","1.0"
"41194422_0_7231546114369966811.csv~Row98","41194422_1_1172256090552737974.csv~Row98","1.0"
"41194422_0_7231546114369966811.csv~Row193","41194422_1_1172256090552737974.csv~Row193","1.0"
"41194422_0_7231546114369966811.csv~Row58","41194422_1_1172256090552737974.csv~Row58","1.0"
"41194422_0_7231546114369966811.csv~Row59","41194422_1_1172256090552737974.csv~Row59","1.0"
"41194422_0_7231546114369966811.csv~Row54","41194422_1_1172256090552737974.csv~Row54","1.0"
"41194422_0_7231546114369966811.csv~Row115","41194422_1_1172256090552737974.csv~Row115","1.0"
"41194422_0_7231546114369966811.csv~Row162","41194422_1_1172256090552737974.csv~Row162","1.0"
"41194422_0_7231546114369966811.csv~Row196","41194422_1_1172256090552737974.csv~Row196","1.0"
"41194422_0_7231546114369966811.csv~Row90","41194422_1_1172256090552737974.csv~Row90","1.0"
"41194422_0_7231546114369966811.csv~Row159","41194422_1_1172256090552737974.csv~Row159","1.0"
"41194422_0_7231546114369966811.csv~Row28","41194422_1_1172256090552737974.csv~Row28","1.0"
"41194422_0_7231546114369966811.csv~Row192","41194422_1_1172256090552737974.csv~Row192","1.0"
"41194422_0_7231546114369966811.csv~Row75","41194422_1_1172256090552737974.csv~Row75","1.0"
"41194422_0_7231546114369966811.csv~Row85","41194422_1_1172256090552737974.csv~Row85","1.0"
"41194422_0_7231546114369966811.csv~Row205","41194422_1_1172256090552737974.csv~Row205","1.0"
"41194422_0_7231546114369966811.csv~Row189","41194422_1_1172256090552737974.csv~Row189","1.0"
"41194422_0_7231546114369966811.csv~Row17","41194422_1_1172256090552737974.csv~Row17","1.0"
"41194422_0_7231546114369966811.csv~Row44","41194422_1_1172256090552737974.csv~Row44","1.0"
"41194422_0_7231546114369966811.csv~Row218","41194422_1_1172256090552737974.csv~Row218","1.0"
"41194422_0_7231546114369966811.csv~Row178","41194422_1_1172256090552737974.csv~Row178","1.0"
"41194422_0_7231546114369966811.csv~Row212","41194422_1_1172256090552737974.csv~Row212","1.0"
"41194422_0_7231546114369966811.csv~Row92","41194422_1_1172256090552737974.csv~Row92","1.0"
"41194422_0_7231546114369966811.csv~Row41","41194422_1_1172256090552737974.csv~Row41","1.0"
"41194422_0_7231546114369966811.csv~Row66","41194422_1_1172256090552737974.csv~Row66","1.0"
"41194422_0_7231546114369966811.csv~Row33","41194422_1_1172256090552737974.csv~Row33","1.0"
"41194422_0_7231546114369966811.csv~Row177","41194422_1_1172256090552737974.csv~Row177","1.0"
"41194422_0_7231546114369966811.csv~Row21","41194422_1_1172256090552737974.csv~Row21","1.0"
"41194422_0_7231546114369966811.csv~Row97","41194422_1_1172256090552737974.csv~Row97","1.0"
"41194422_0_7231546114369966811.csv~Row36","41194422_1_1172256090552737974.csv~Row36","1.0"
"41194422_0_7231546114369966811.csv~Row72","41194422_1_1172256090552737974.csv~Row72","1.0"
"41194422_0_7231546114369966811.csv~Row198","41194422_1_1172256090552737974.csv~Row198","1.0"
"41194422_0_7231546114369966811.csv~Row99","41194422_1_1172256090552737974.csv~Row99","1.0"
"41194422_0_7231546114369966811.csv~Row172","41194422_1_1172256090552737974.csv~Row172","1.0"
"41194422_0_7231546114369966811.csv~Row112","41194422_1_1172256090552737974.csv~Row112","1.0"
"41194422_0_7231546114369966811.csv~Row15","41194422_1_1172256090552737974.csv~Row15","1.0"
"41194422_0_7231546114369966811.csv~Row100","41194422_1_1172256090552737974.csv~Row100","1.0"
"41194422_0_7231546114369966811.csv~Row224","41194422_1_1172256090552737974.csv~Row224","1.0"
"41194422_0_7231546114369966811.csv~Row47","41194422_1_1172256090552737974.csv~Row47","1.0"
"41194422_0_7231546114369966811.csv~Row49","41194422_1_1172256090552737974.csv~Row49","1.0"
"41194422_0_7231546114369966811.csv~Row217","41194422_1_1172256090552737974.csv~Row217","1.0"
"41194422_0_7231546114369966811.csv~Row95","41194422_1_1172256090552737974.csv~Row95","1.0"
"41194422_0_7231546114369966811.csv~Row202","41194422_1_1172256090552737974.csv~Row202","1.0"
"41194422_0_7231546114369966811.csv~Row81","41194422_1_1172256090552737974.csv~Row81","1.0"
"41194422_0_7231546114369966811.csv~Row43","41194422_1_1172256090552737974.csv~Row43","1.0"
"41194422_0_7231546114369966811.csv~Row176","41194422_1_1172256090552737974.csv~Row176","1.0"
"41194422_0_7231546114369966811.csv~Row19","41194422_1_1172256090552737974.csv~Row19","1.0"
"41194422_0_7231546114369966811.csv~Row35","41194422_1_1172256090552737974.csv~Row35","1.0"
"41194422_0_7231546114369966811.csv~Row151","41194422_1_1172256090552737974.csv~Row151","1.0"
"41194422_0_7231546114369966811.csv~Row132","41194422_1_1172256090552737974.csv~Row132","1.0"
"41194422_0_7231546114369966811.csv~Row201","41194422_1_1172256090552737974.csv~Row201","1.0"
"41194422_0_7231546114369966811.csv~Row139","41194422_1_1172256090552737974.csv~Row139","1.0"
"41194422_0_7231546114369966811.csv~Row219","41194422_1_1172256090552737974.csv~Row219","1.0"
"41194422_0_7231546114369966811.csv~Row135","41194422_1_1172256090552737974.csv~Row135","1.0"
"41194422_0_7231546114369966811.csv~Row148","41194422_1_1172256090552737974.csv~Row148","1.0"
"41194422_0_7231546114369966811.csv~Row88","41194422_1_1172256090552737974.csv~Row88","1.0"
"41194422_0_7231546114369966811.csv~Row129","41194422_1_1172256090552737974.csv~Row129","1.0"
"41194422_0_7231546114369966811.csv~Row78","41194422_1_1172256090552737974.csv~Row78","1.0"
"41194422_0_7231546114369966811.csv~Row195","41194422_1_1172256090552737974.csv~Row195","1.0"
"41194422_0_7231546114369966811.csv~Row45","41194422_1_1172256090552737974.csv~Row45","1.0"
"41194422_0_7231546114369966811.csv~Row86","41194422_1_1172256090552737974.csv~Row86","1.0"
"41194422_0_7231546114369966811.csv~Row123","41194422_1_1172256090552737974.csv~Row123","1.0"
"41194422_0_7231546114369966811.csv~Row153","41194422_1_1172256090552737974.csv~Row153","1.0"
"41194422_0_7231546114369966811.csv~Row173","41194422_1_1172256090552737974.csv~Row173","1.0"
"41194422_0_7231546114369966811.csv~Row208","41194422_1_1172256090552737974.csv~Row208","1.0"
"41194422_0_7231546114369966811.csv~Row104","41194422_1_1172256090552737974.csv~Row104","1.0"
"41194422_0_7231546114369966811.csv~Row74","41194422_1_1172256090552737974.csv~Row74","1.0"
"41194422_0_7231546114369966811.csv~Row113","41194422_1_1172256090552737974.csv~Row113","1.0"
"41194422_0_7231546114369966811.csv~Row110","41194422_1_1172256090552737974.csv~Row110","1.0"
"41194422_0_7231546114369966811.csv~Row127","41194422_1_1172256090552737974.csv~Row127","1.0"
"41194422_0_7231546114369966811.csv~Row30","41194422_1_1172256090552737974.csv~Row30","1.0"
"41194422_0_7231546114369966811.csv~Row171","41194422_1_1172256090552737974.csv~Row171","1.0"
"41194422_0_7231546114369966811.csv~Row147","41194422_1_1172256090552737974.csv~Row147","1.0"
"41194422_0_7231546114369966811.csv~Row87","41194422_1_1172256090552737974.csv~Row87","1.0"
"41194422_0_7231546114369966811.csv~Row62","41194422_1_1172256090552737974.csv~Row62","1.0"
"41194422_0_7231546114369966811.csv~Row122","41194422_1_1172256090552737974.csv~Row122","1.0"
"41194422_0_7231546114369966811.csv~Row107","41194422_1_1172256090552737974.csv~Row107","1.0"
"41194422_0_7231546114369966811.csv~Row197","41194422_1_1172256090552737974.csv~Row197","1.0"
"41194422_0_7231546114369966811.csv~Row73","41194422_1_1172256090552737974.csv~Row73","1.0"
"41194422_0_7231546114369966811.csv~Row158","41194422_1_1172256090552737974.csv~Row158","1.0"
"41194422_0_7231546114369966811.csv~Row46","41194422_1_1172256090552737974.csv~Row46","1.0"
"41194422_0_7231546114369966811.csv~Row4","41194422_1_1172256090552737974.csv~Row4","1.0"
"41194422_0_7231546114369966811.csv~Row133","41194422_1_1172256090552737974.csv~Row133","1.0"
"41194422_0_7231546114369966811.csv~Row134","41194422_1_1172256090552737974.csv~Row134","1.0"
"41194422_0_7231546114369966811.csv~Row128","41194422_1_1172256090552737974.csv~Row128","1.0"
"41194422_0_7231546114369966811.csv~Row48","41194422_1_1172256090552737974.csv~Row48","1.0"
"41194422_0_7231546114369966811.csv~Row190","41194422_1_1172256090552737974.csv~Row190","1.0"
"41194422_0_7231546114369966811.csv~Row167","41194422_1_1172256090552737974.csv~Row167","1.0"
"41194422_0_7231546114369966811.csv~Row168","41194422_1_1172256090552737974.csv~Row168","1.0"
"41194422_0_7231546114369966811.csv~Row213","41194422_1_1172256090552737974.csv~Row213","1.0"
"41194422_0_7231546114369966811.csv~Row10","41194422_1_1172256090552737974.csv~Row10","1.0"
"41194422_0_7231546114369966811.csv~Row223","41194422_1_1172256090552737974.csv~Row223","1.0"
"41194422_0_7231546114369966811.csv~Row124","41194422_1_1172256090552737974.csv~Row124","1.0"
"41194422_0_7231546114369966811.csv~Row105","41194422_1_1172256090552737974.csv~Row105","1.0"
"41194422_0_7231546114369966811.csv~Row164","41194422_1_1172256090552737974.csv~Row164","1.0"
"41194422_0_7231546114369966811.csv~Row52","41194422_1_1172256090552737974.csv~Row52","1.0"
"41194422_0_7231546114369966811.csv~Row12","41194422_1_1172256090552737974.csv~Row12","1.0"
"41194422_0_7231546114369966811.csv~Row140","41194422_1_1172256090552737974.csv~Row140","1.0"
"41194422_0_7231546114369966811.csv~Row101","41194422_1_1172256090552737974.csv~Row101","1.0"
"41194422_0_7231546114369966811.csv~Row142","41194422_1_1172256090552737974.csv~Row142","1.0"
"41194422_0_7231546114369966811.csv~Row106","41194422_1_1172256090552737974.csv~Row106","1.0"
"41194422_0_7231546114369966811.csv~Row31","41194422_1_1172256090552737974.csv~Row31","1.0"
"41194422_0_7231546114369966811.csv~Row80","41194422_1_1172256090552737974.csv~Row80","1.0"
"41194422_0_7231546114369966811.csv~Row34","41194422_1_1172256090552737974.csv~Row34","1.0"
"41194422_0_7231546114369966811.csv~Row155","41194422_1_1172256090552737974.csv~Row155","1.0"
"41194422_0_7231546114369966811.csv~Row103","41194422_1_1172256090552737974.csv~Row103","1.0"
"41194422_0_7231546114369966811.csv~Row116","41194422_1_1172256090552737974.csv~Row116","1.0"
"41194422_0_7231546114369966811.csv~Row24","41194422_1_1172256090552737974.csv~Row24","1.0"
"41194422_0_7231546114369966811.csv~Row26","41194422_1_1172256090552737974.csv~Row26","1.0"
"41194422_0_7231546114369966811.csv~Row1","41194422_1_1172256090552737974.csv~Row1","1.0"
"41194422_0_7231546114369966811.csv~Row194","41194422_1_1172256090552737974.csv~Row194","1.0"
"41194422_0_7231546114369966811.csv~Row18","41194422_1_1172256090552737974.csv~Row18","1.0"
